MouseGeneID,HumanOrthologGeneID,Symbol,Synonyms,Description,MitoCarta3.0_List,MitoCarta3.0_Evidence,MitoCarta3.0_SubMitoLocalization,MitoCarta3.0_MitoPathways,TrainingDataset,MitoCarta2.0_Score,MitoCarta2.0_FDR,MitoCarta2.0_List,MitoCarta2.0_Evidence,EnsemblGeneID,UniProt,ProteinLength,TargetP_Score,MitoDomain_Score,CoexpressionGnfN50_Score,PGC_Induction_Score,YeastMitoHomolog_Score,RickettsiaHomolog_Score,MSMS_Score,mm10_Chromosome,mm10_Start,mm10_Stop,MSMS_NUM_TISSUES,MSMS_NUM_PEPTIDES_UNIQUE,MSMS_NUM_SPECTRA,MSMS_TOTAL_INTENSITY,MSMS_PERCENT_COVERAGE,Tissues,cerebrum_total_peak_intensity_log10,cerebellum_total_peak_intensity_log10,brainstem_total_peak_intensity_log10,spinalcord_total_peak_intensity_log10,kidney_total_peak_intensity_log10,liver_total_peak_intensity_log10,heart_total_peak_intensity_log10,skeletalmuscle_total_peak_intensity_log10,adipose_total_peak_intensity_log10,smallintestine_total_peak_intensity_log10,largeintestine_total_peak_intensity_log10,stomach_total_peak_intensity_log10,placenta_total_peak_intensity_log10,testis_total_peak_intensity_log10,HPA_Main_Location_2020 (Reliability)
214489,283951,BC003965,Ccsmst1,cDNA sequence BC003965,MitoCarta3.0,"APEX_IMS, targetP signal+, induction, coexpression, MS/MS",IMS,0,Tmito,14.6569,0.007,1,"APEX_IMS, targetP signal+, induction, coexpression, MS/MS",ENSMUSG00000067722,Q6RUT7,136,1,NA,21,1.28,NoMitoHomolog,NoHomolog,25-50ambig,chr17,25184560,25187662,6,3,18,2.89E+08,38,"brainstem, spinalcord, adipose, largeintestine, placenta, testis",,,7.4,7.7,,,,,7.1,,8,,8,7.3,
171210,10965,Acot2,AA571646|MTE-|MTE-I|Mte1,acyl-CoA thioesterase 2,MitoCarta3.0,"literature, targetP signal, mito protein domain, induction, coexpression, MS/MS++",Matrix,Metabolism > Lipid metabolism,Tmito,14.6549,0.007,1,"literature, targetP signal, mito protein domain, induction, coexpression, MS/MS++",ENSMUSG00000021226,Q9QYR9,453,3,SharedDomain,8,1.24,NoMitoHomolog,NoHomolog,50-75pure,chr12,83987860,83993875,14,24,449,2.25E+10,60,all 14,8.1,7.5,8.1,8.6,9.5,9.1,9.9,8.9,9.5,8.9,8.8,8.9,9.5,8.4,Mitochondria (Approved)
11656,212,Alas2,A|ALAS|ALAS-E|ALASE|Al|Alas-2,"aminolevulinic acid synthase 2, erythroid",MitoCarta3.0,"literature, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, coexpression",Matrix,Metabolism > Metals and cofactors > Heme synthesis and processing,Tmito,14.5478,0.007,1,"literature, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, coexpression",ENSMUSG00000025270,P08680,587,4,MitoDomain,5,,OrthologMitoLowConf,Homolog,,chrX,150547416,150570622,,,,,,,,,,,,,,,,,,,,,
20216,6296,Acsm3,S|Sa|Sah,acyl-CoA synthetase medium-chain family member 3,MitoCarta3.0,"literature, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS++",Matrix,Metabolism > Lipid metabolism > Fatty acid oxidation,Tmito,14.5147,0.007,1,"literature, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS++",ENSMUSG00000030935,Q3UNX5,580,2,SharedDomain,3,,HomologMitoLowConf,Homolog,50-75pure,chr7,119760922,119784896,6,42,359,2.82E+10,67,"kidney, liver, adipose, smallintestine, largeintestine, stomach",,,,,10.3,9.2,,,9.1,5.9,9.7,6.6,,,
67067,140823,Romo1,2010100O12Rik|AI853864,reactive oxygen species modulator 1,MitoCarta3.0,"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, MS/MS",MIM,"Protein import, sorting and homeostasis > Protein import and sorting > TIM23 presequence pathway | Small molecule transport",Tmito,14.5116,0.007,1,"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, MS/MS",ENSMUSG00000067847,P60603,79,,MitoDomain,NA,,OrthologMitoHighConf,NoHomolog,50-75ambig,chr2,156144152,156145794,11,4,72,3.67E+08,68,"cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, stomach, placenta, testis",7.9,7.7,7.5,7,,7.3,,6.2,7.8,7.7,,7.6,7.3,7.1,
27393,54148,Mrpl39,C21orf8|MRP|MRP-L5|ORF22|Rp|Rpml5,mitochondrial ribosomal protein L39,MitoCarta3.0,"literature, APEX_matrix, targetP signal, Rickettsial homolog, induction, coexpression, MS/MS",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,14.4915,0.007,1,"literature, APEX_matrix, targetP signal, Rickettsial homolog, induction, coexpression, MS/MS",ENSMUSG00000022889,Q9JKF7,336,2,NA,13,1.09,NoMitoHomolog,Homolog,25-50ambig,chr16,84717579,84735302,13,19,128,3.82E+09,47,"cerebrum, cerebellum, brainstem, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.2,8.1,8.3,,8.4,7.8,7.8,8,8.6,8.5,8.9,7.7,9,8.5,
214952,89941,Rhot2,Arh|Arht2|Mi|Miro2,ras homolog family member T2,MitoCarta3.0,"literature, yeast mito homolog, mito protein domain+, induction, coexpression",MOM,Signaling > Calcium homeostasis > EF hand proteins | Mitochondrial dynamics and surveillance > Trafficking,Tmito,14.4514,0.007,1,"literature, yeast mito homolog, mito protein domain+, induction, coexpression",ENSMUSG00000025733,Q8JZN7,620,,MitoDomain,27,2.28,HomologMitoLowConf,NoHomolog,25-50crude,chr17,25838837,25844851,13,13,135,3.08E+09,30,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.5,8.3,8.5,8.4,8.6,7.8,,7.5,8.3,7.1,8.7,7.9,8.4,8.6,Mitochondria (Supported)
56295,25994,Higd1a,2210020B17Rik|7420700H20Rik|AI303276|AW049839|HIM|HIMP1|Hig|Hig1,"HIG1 domain family, member 1A",MitoCarta3.0,"literature, APEX_IMS, mito protein domain+, induction, MS/MS++",MIM,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors | OXPHOS > Respirasome assembly,Tmito,14.4463,0.007,1,"literature, APEX_IMS, mito protein domain+, induction, MS/MS++",ENSMUSG00000038412,Q9JLR9,95,,MitoDomain,1,0.94,NoMitoHomolog,NoHomolog,75-100pure,chr9,121848559,121858000,14,9,257,9.21E+09,98,all 14,8.8,8.5,8.6,8.6,8.8,8.3,8.3,8.2,8.4,8.7,9.7,8.6,8.7,8.2,Mitochondria;Nucleoplasm (Supported)
21379,9238,Tbrg4,2310042P22Rik|AA120735|AA408001|AI527316|Cp|Cpr2|R74877|Tb-12,transforming growth factor beta regulated gene 4,MitoCarta3.0,"literature, APEX_matrix, targetP signal+, coexpression, MS/MS++",Matrix,Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,Tmito,14.4375,0.007,1,"literature, APEX_matrix, targetP signal+, coexpression, MS/MS++",ENSMUSG00000000384,Q91YM4,630,1,NA,10,,NoMitoHomolog,NoHomolog,50-75pure,chr11,6615597,6626067,14,38,404,7.35E+09,67,all 14,8.2,8,8.3,8.5,8.1,7.9,8.4,8.7,8.8,8.9,9.3,8.7,9.1,8.9,Mitochondria (Enhanced)
68316,79135,Apoo,0610008C08Rik|1110019O03Rik|Mico|Micos26,apolipoprotein O,MitoCarta3.0,"literature, APEX_IMS, targetP signal, mito protein domain+, MS/MS++",MIM,Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex,Tmito,14.4103,0.007,1,"literature, APEX_IMS, targetP signal, mito protein domain+, MS/MS++",ENSMUSG00000049233,Q9DCZ4,212,3,MitoDomain,NA,,NoMitoHomolog,NoHomolog,75-100pure,chrX,94367109,94417092,14,16,763,4.35E+10,96,all 14,9.8,9.6,9.8,9.4,9.8,9.1,9.5,9.3,9.3,9.1,9.5,9.4,9,9.2,Mitochondria (Approved)
381511,54704,Pdp1,Gm1024|Ppm|Ppm2c,pyruvate dehyrogenase phosphatase catalytic subunit 1,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, MS/MS++",MIM,Metabolism > Carbohydrate metabolism > Pyruvate metabolism,Tmito,14.3802,0.007,1,"literature, APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, MS/MS++",ENSMUSG00000049225,Q3UV70,574,3,SharedDomain,2,,OrthologMitoLowConf,NoHomolog,50-75pure,chr4,11958184,11966450,10,24,61,1.22E+09,53,"cerebrum, cerebellum, spinalcord, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.4,7,,7.5,,,,9,7.7,7.1,7,6.7,6.8,8.2,Nucleoplasm (Supported)
66148,29103,Dnajc15,1110003P16Rik|Dnaj|Dnajd1,DnaJ heat shock protein family (Hsp40) member C15,MitoCarta3.0,"GFP, yeast mito homolog, mito protein domain, induction, coexpression, MS/MS+",MIM,"Protein import, sorting and homeostasis > Protein import and sorting > Import motor",Tmito,14.3646,0.007,1,"GFP, yeast mito homolog, mito protein domain, induction, coexpression, MS/MS+",ENSMUSG00000022013,Q78YY6,149,,SharedDomain,29,3.03,HomologMitoLowConf,NoHomolog,75-100ambig,chr14,77826216,77874917,8,10,47,8.65E+08,78,"cerebrum, spinalcord, liver, adipose, smallintestine, largeintestine, placenta, testis",6.9,,,7.3,,5.7,,,7.6,7.6,4.7,,7.5,8.9,
12036,587,Bcat2,Bcat(m)|Bcat-|Bcat-2|Eca4|Eca40,"branched chain aminotransferase 2, mitochondrial",MitoCarta3.0,"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",Matrix,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism,Tmito,14.3594,0.007,1,"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",ENSMUSG00000030826,O35855,393,4,SharedDomain,10,,NoMitoHomolog,Homolog,50-75pure,chr7,45570152,45589710,12,27,487,7.30E+10,59,"cerebrum, cerebellum, brainstem, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.9,7.3,8.1,,9.8,,9.7,9.5,10.3,8.8,9.3,10,9.7,10.3,Mitochondria (Supported)
19299,5825,Abcd3,AI313901|AU018866|AW146054|PMP|PMP68|PMP70|Pxm|Pxmp1,"ATP-binding cassette, sub-family D (ALD), member 3",MitoCarta3.0,"GFP, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression",Membrane,Small molecule transport > ABC transporters,Tmito,14.3022,0.007,1,"GFP, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression",ENSMUSG00000028127,P55096,659,2,SharedDomain,12,1.36,NoMitoHomolog,Homolog,50-75crude,chr3,121758909,121815215,5,49,476,1.43E+10,67,"kidney, liver, adipose, placenta, testis",,,,,9.8,9.8,,,8.2,,,,7,8.4,Peroxisomes (Enhanced)
227231,1373,Cps1,4732433M03Rik|C|CPS|D1Ucl|D1Ucla3,carbamoyl-phosphate synthetase 1,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS++",Matrix,Metabolism > Amino acid metabolism > Urea cycle,Tmito,14.285,0.007,1,"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS++",ENSMUSG00000025991,Q8C196,1500,3,SharedDomain,NA,,HomologMitoLowConf,Homolog,75-100pure,chr1,67123026,67231267,11,151,7887,1.25E+12,79,"cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta",,8.5,8.8,9.7,,12,8,7,9.2,11,9.5,9.7,9.3,,Nucleoli (Supported)
70257,9556,Atp5mpl,2010107E04Rik|9430003J03Rik|AU043134|AV124504|MLQ|Mp68,ATP synthase membrane subunit 6.8PL,MitoCarta3.0,"induction, coexpression++, MS/MS+",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Tpossible_mito,14.2739,0.007,1,"induction, coexpression++, MS/MS+",ENSMUSG00000021290,P56379,58,,NA,43,0.74,NoMitoHomolog,NoHomolog,25-50pure,chr12,111961375,111966977,12,4,384,1.67E+10,36,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta",9.3,9,9.3,8.8,9.2,9.2,8.9,,8.6,9.4,8.5,9.4,9.1,,Mitochondria (Supported)
18242,4942,Oat,AI194874|rh|rhg,ornithine aminotransferase,MitoCarta3.0,"literature, APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS++",Matrix,Metabolism > Amino acid metabolism > Proline metabolism,Tmito,14.2441,0.007,1,"literature, APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS++",ENSMUSG00000030934,P29758,439,2,SharedDomain,6,,NoMitoHomolog,NoHomolog,75-100pure,chr7,132557474,132576398,14,36,1279,1.30E+11,78,all 14,8.9,8.3,8.6,8.9,9.2,10.4,8.9,8.8,9.4,10.9,9.7,9.5,10,9.5,Mitochondria (Supported)
56185,51179,Hao2,AI325478|Ha|Hao-2|Hao3|Haox3,hydroxyacid oxidase 2,MitoCarta3.0,"yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS",unknown,Metabolism > Lipid metabolism,Tpossible_mito,14.2414,0.007,1,"yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS",ENSMUSG00000027870,Q9NYQ2,353,,SharedDomain,6,,OrthologMitoLowConf,Ortholog,25-50ambig,chr3,98874518,98893230,3,14,53,5.75E+09,36,"kidney, largeintestine, testis",,,,,9.8,,,,,,6.3,,,6.8,
71776,,Tha1,1300017K07Rik|GLY|GLY1,threonine aldolase 1,MitoCarta3.0,"targetP signal+, mito protein domain+, MS/MS+",Matrix,0,Tnon_mito,14.2396,0.007,1,"targetP signal+, mito protein domain+, MS/MS+",ENSMUSG00000017713,Q6XPS7,400,1,MitoDomain,1,,NoMitoHomolog,NoHomolog,25-50pure,chr11,117867948,117873526,8,12,89,1.73E+09,31,"kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, testis",,,,,8.9,,7.7,7.9,8.2,7.8,8.5,8.1,,8.2,
231086,3032,Hadhb,4930479F15Rik|Mtp|Mtpb|TP-beta,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta,MitoCarta3.0,"literature, targetP signal, Rickettsial homolog, mito protein domain, MS/MS++",MIM,Metabolism > Carbohydrate metabolism > Ketone metabolism | Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Lysine metabolism,Tmito,14.1966,0.008,1,"literature, targetP signal, Rickettsial homolog, mito protein domain, MS/MS++",ENSMUSG00000059447,Q99JY0,475,2,SharedDomain,NA,,NoMitoHomolog,Homolog,75-100pure,chr5,30155252,30184593,14,38,3560,1.91E+11,76,all 14,9.2,8.6,9.2,9.5,9.9,10.2,10.7,9.9,10.3,10.5,10.1,10.2,10.1,10,Mitochondria (Supported)
105014,57665,Rdh14,3110030G19Rik|AW215439|P|PAN2,retinol dehydrogenase 14 (all-trans and 9-cis),MitoCarta3.0,"yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS",Membrane,Metabolism > Vitamin metabolism > Vitamin A metabolism,Tpossible_mito,14.1732,0.008,1,"yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS",ENSMUSG00000020621,Q9ERI6,334,,SharedDomain,15,0.37,OrthologMitoLowConf,Homolog,25-50ambig,chr12,10390779,10395562,9,13,57,6.20E+08,35,"cerebrum, cerebellum, brainstem, spinalcord, smallintestine, largeintestine, stomach, placenta, testis",8.3,7.7,8,7.4,,,,,,7.1,7.8,6.9,7.7,8,Nucleoplasm (Approved)
320720,79675,Fastkd1,5330408N05Rik|mKIAA1800,FAST kinase domains 1,MitoCarta3.0,"APEX_matrix, targetP signal, induction, coexpression++",Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,Tmito,14.1636,0.008,1,"APEX_matrix, targetP signal, induction, coexpression++",ENSMUSG00000027086,Q6DI86,829,3,NA,42,2.7,NoMitoHomolog,NoHomolog,0-25ambig,chr2,69686823,69712606,2,4,4,1.23E+07,4,"liver, largeintestine",,,,,,6.2,,,,,7,,,,Nucleoplasm (Approved)
56078,11238,Car5b,7330410H16Rik|CA|CAVB|Ca5b|CarVb|D730005F19Rik,"carbonic anhydrase 5b, mitochondrial",MitoCarta3.0,"literature, targetP signal, mito protein domain, coexpression, MS/MS++",Matrix,Metabolism > Amino acid metabolism > Urea cycle,Tmito,14.1314,0.008,1,"literature, targetP signal, mito protein domain, coexpression, MS/MS++",ENSMUSG00000031373,Q9QZA0,317,2,SharedDomain,10,,NoMitoHomolog,NoHomolog,50-75pure,chrX,163976821,164028010,7,18,129,1.47E+10,52,"cerebellum, spinalcord, kidney, adipose, stomach, placenta, testis",,7,,7.6,8.1,,,,10.1,,,8.2,7.5,9,Mitochondria (Supported)
17714,134266,Grpel2,mt-GrpE|mt-GrpE#2|mt-Grpel2,"GrpE-like 2, mitochondrial",MitoCarta3.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain+",Matrix,"Protein import, sorting and homeostasis > Protein import and sorting > Import motor | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis",Tmito,14.0559,0.008,1,"literature, APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain+",ENSMUSG00000024580,O88396,224,1,MitoDomain,3,,HomologMitoLowConf,Homolog,0-25ambig,chr18,61712423,61726331,1,3,4,2.89E+07,16,placenta,,,,,,,,,,,,,7.5,,Mitochondria (Enhanced)
66258,51373,Mrps17,1810006P02Rik|Mprs17,mitochondrial ribosomal protein S17,MitoCarta3.0,"literature, targetP signal, mito protein domain, induction, coexpression, MS/MS+",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,14.0137,0.008,1,"literature, targetP signal, mito protein domain, induction, coexpression, MS/MS+",ENSMUSG00000034211,Q9CQE3,120,4,SharedDomain,20,0.79,NoMitoHomolog,NoHomolog,75-100ambig,chr5,129715527,129718691,14,11,117,3.05E+09,76,all 14,8.3,8.3,8.3,8,8.4,8.4,7.5,7.6,8.1,8.5,8.6,7.7,8.7,8.6,
623661,51601,Lipt1,EG623661,lipoyltransferase 1,MitoCarta3.0,"GFP, targetP signal, yeast mito homolog++, mito protein domain, coexpression",Matrix,Metabolism > Lipid metabolism > Lipoate insertion,Tmito,14.0119,0.008,1,"GFP, targetP signal, yeast mito homolog++, mito protein domain, coexpression",ENSMUSG00000037216,Q8VCM4,373,4,SharedDomain,20,,OrthologMitoHighConf,NoHomolog,0-25ambig,chr1,37872205,37876298,2,5,8,6.68E+07,17,"adipose, placenta",,,,,,,,,7.8,,,,7,,
229517,9673,Slc25a44,6720482A19|B430110G05Rik,"solute carrier family 25, member 44",MitoCarta3.0,"yeast mito homolog+, mito protein domain+, induction, MS/MS",MIM,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Small molecule transport > SLC25A family,Tpossible_mito,14.0075,0.008,1,"yeast mito homolog+, mito protein domain+, induction, MS/MS",ENSMUSG00000050144,Q8BGF9,333,,MitoDomain,1,0.52,OrthologMitoLowConf,NoHomolog,0-25pure,chr3,88410493,88425141,1,2,2,4.28E+06,13,placenta,,,,,,,,,,,,,6.6,,Mitochondria (Approved)
110074,1854,Dut,5031412I06Rik|5133400F09Rik|D2Bwg0749e|Dutp|dUTPase,deoxyuridine triphosphatase,MitoCarta3.0,"literature, targetP signal+, Rickettsial homolog, MS/MS++",Matrix,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,Tmito,14.0047,0.008,1,"literature, targetP signal+, Rickettsial homolog, MS/MS++",ENSMUSG00000027203,Q8VCG1,200,1,NonMitoDomain,1,,NoMitoHomolog,Ortholog,75-100pure,chr2,125247247,125259049,8,15,94,5.71E+08,75,"cerebrum, spinalcord, liver, heart, adipose, largeintestine, stomach, placenta",7.4,,,7,,6.5,8,,7.5,,8.2,7.3,8.4,,Nucleoplasm (Supported)
93757,83943,Immp2l,AI853880|IM|IMP2|Tg(HLA-A/H2-D)2Enge,IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae),MitoCarta3.0,"literature, yeast mito homolog++, mito protein domain, coexpression, MS/MS",MIM,"Protein import, sorting and homeostasis > Protein import and sorting > Preprotein cleavage | Protein import, sorting and homeostasis > Protein homeostasis > Proteases",Tmito,14.003,0.008,1,"literature, yeast mito homolog++, mito protein domain, coexpression, MS/MS",ENSMUSG00000056899,Q8BPT6,175,,SharedDomain,19,,OrthologMitoHighConf,NoHomolog,50-75ambig,chr12,41024089,41955588,7,10,26,3.83E+08,58,"cerebellum, brainstem, liver, skeletalmuscle, adipose, largeintestine, testis",,7.3,7.1,,,7.6,,6.6,7.6,,7.3,,,8.4,Mitochondria (Approved)
68033,90639,Cox19,1810074D02Rik|2810437L13Rik,cytochrome c oxidase assembly protein 19,MitoCarta3.0,"yeast mito homolog, mito protein domain, induction, coexpression+, MS/MS",IMS,OXPHOS > Complex IV > CIV assembly factors | Metabolism > Metals and cofactors > Copper metabolism | OXPHOS > OXPHOS assembly factors,Tnon_mito,13.9834,0.008,1,"yeast mito homolog, mito protein domain, induction, coexpression+, MS/MS",ENSMUSG00000045438,Q8K0C8,92,,SharedDomain,39,0.92,HomologMitoHighConf,NoHomolog,25-50ambig,chr5,139337821,139345166,2,3,4,7.95E+06,25,"liver, placenta",,,,,,6,,,,,,,6.8,,Cytosol (Supported)
216188,160428,Aldh1l2,D330038I09Rik|mtFDH,"aldehyde dehydrogenase 1 family, member L2",MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS",Matrix,Metabolism > Vitamin metabolism > Folate and 1-C metabolism,Tmito,13.9576,0.009,1,"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS",ENSMUSG00000020256,Q8K009,923,2,SharedDomain,5,,HomologMitoLowConf,Homolog,50-75ambig,chr10,83487446,83534140,8,56,194,3.02E+09,66,"brainstem, spinalcord, liver, skeletalmuscle, smallintestine, largeintestine, stomach, placenta",,,7.7,6.5,,7.7,,7.6,,7.1,8,9.3,8.9,,Mitochondria (Enhanced)
14004,51142,Chchd2,AL033347|Etoh|Etohi6,coiled-coil-helix-coiled-coil-helix domain containing 2,MitoCarta3.0,"APEX_IMS, targetP signal+, yeast mito homolog+, mito protein domain, coexpression",IMS,Mitochondrial dynamics and surveillance > Apoptosis,Tmito,13.9291,0.009,1,"APEX_IMS, targetP signal+, yeast mito homolog+, mito protein domain, coexpression",ENSMUSG00000070493,Q9D1L0,153,1,SharedDomain,25,,OrthologMitoLowConf,NoHomolog,,chr5,129881160,129887470,,,,,,,,,,,,,,,,,,,,,Mitochondria (Enhanced)
320951,23761,Pisd,9030221M09Rik,phosphatidylserine decarboxylase,MitoCarta3.0,"targetP signal, yeast mito homolog++, mito protein domain, MS/MS",MIM,Metabolism > Lipid metabolism > Phospholipid metabolism,Tpossible_mito,13.9137,0.009,1,"targetP signal, yeast mito homolog++, mito protein domain, MS/MS",ENSMUSG00000023452,Q8BSF4,406,2,SharedDomain,0,,OrthologMitoHighConf,NoHomolog,25-50ambig,chr5,32736313,32785626,12,13,72,6.34E+08,34,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.4,7.8,7.9,7.4,7.8,7.4,,,7.5,7.6,7.8,7.2,8.1,7.9,Cytosol;Golgi apparatus (Approved)
74114,54677,Crot,1200003H03Rik,carnitine O-octanoyltransferase,MitoCarta3.0,"yeast mito homolog+, mito protein domain, induction, coexpression, MS/MS",unknown,Metabolism > Lipid metabolism > Fatty acid oxidation,Tpossible_mito,13.8591,0.009,1,"yeast mito homolog+, mito protein domain, induction, coexpression, MS/MS",ENSMUSG00000003623,Q9DC50,612,,SharedDomain,7,0.65,OrthologMitoLowConf,NoHomolog,50-75ambig,chr5,8966047,8997146,2,40,177,1.73E+10,61,"kidney, liver",,,,,10.1,9.7,,,,,,,,,Vesicles (Approved)
56412,84273,Noa1,2610024G14Rik|AU022345|AtNOS1|mAt|mAtNOS1,nitric oxide associated 1,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, coexpression",MIM,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Tmito,13.8493,0.009,1,"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, coexpression",ENSMUSG00000036285,Q9JJG9,693,3,SharedDomain,17,,OrthologMitoHighConf,NoHomolog,0-25ambig,chr5,77294168,77310086,2,7,9,7.01E+07,12,"adipose, largeintestine",,,,,,,,,7.3,,7.7,,,,Mitochondria (Supported)
208501,284184,Ndufaf8,1810043H04Rik,NADH:ubiquinone oxidoreductase complex assembly factor 8,MitoCarta3.0,"targetP signal, induction, coexpression+, MS/MS",IMS,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,Tpossible_mito,13.8187,0.009,1,"targetP signal, induction, coexpression+, MS/MS",ENSMUSG00000078572,A2AMZ4,74,2,NA,37,1.29,NoMitoHomolog,NoHomolog,25-50ambig,chr11,120098933,120100424,2,4,7,5.99E+06,46,"adipose, stomach",,,,,,,,,6.4,,,6.5,,,Mitochondria (Approved)
235674,30,Acaa1b,-,acetyl-Coenzyme A acyltransferase 1B,MitoCarta3.0,"targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression",unknown,Metabolism > Lipid metabolism,Tpossible_mito,13.7987,0.009,1,"targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression",ENSMUSG00000010651,Q8VCH0,424,3,SharedDomain,5,,OrthologMitoLowConf,Homolog,50-75crude,chr9,119148042,119157093,8,23,305,1.93E+10,66,"kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis",,,,,9.6,10.2,,,8.4,6.8,6.8,6.9,6.7,8.2,Peroxisomes (Enhanced)
108853,54516,Mtrf1l,9130004K12Rik,mitochondrial translational release factor 1-like,MitoCarta3.0,"literature, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain",Matrix,Mitochondrial central dogma > Translation > Translation factors,Tmito,13.7077,0.009,1,"literature, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain",ENSMUSG00000019774,Q8BJU9,373,1,SharedDomain,4,,OrthologMitoLowConf,Homolog,0-25ambig,chr10,5811886,5823943,1,2,2,2.57E+06,10,testis,,,,,,,,,,,,,,6.4,
68876,91419,Atp23,1110068E08Rik|2410012H02Rik|Xrcc6b|Xrcc6bp1,ATP23 metallopeptidase and ATP synthase assembly factor homolog,MitoCarta3.0,"yeast mito homolog++, mito protein domain+, coexpression",IMS,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases",Tnon_mito,13.6417,0.009,1,"yeast mito homolog++, mito protein domain+, coexpression",ENSMUSG00000025436,Q9CWQ3,246,,MitoDomain,5,,OrthologMitoHighConf,NoHomolog,0-25ambig,chr10,126868427,126901371,1,2,2,1.98E+07,13,cerebellum,,7.3,,,,,,,,,,,,,Plasma membrane;Vesicles (Enhanced)
