Gene names,m1_1_LFQ,m2_1_LFQ,m3_1_LFQ,m4_1_LFQ,m5_1_LFQ,m1_2_LFQ,m2_2_LFQ,m3_2_LFQ,m4_2_LFQ,m5_2_LFQ,m1_3_LFQ,m2_3_LFQ,m3_3_LFQ,m4_3_LFQ,m5_3_LFQ,m1_4_LFQ,m2_4_LFQ,m3_4_LFQ,m4_4_LFQ,m5_4_LFQ,m1_5_LFQ,m2_5_LFQ,m3_5_LFQ,m4_5_LFQ,m5_5_LFQ,m1_6_LFQ,m2_6_LFQ,m3_6_LFQ,m4_6_LFQ,m5_6_LFQ,m1_7_LFQ,m2_7_LFQ,m3_7_LFQ,m4_7_LFQ,m5_7_LFQ,m1_8_LFQ,m2_8_LFQ,m3_8_LFQ,m4_8_LFQ,m5_8_LFQ,Q-value,Score,Sequence coverage [%],Razor + unique peptides,MS/MS Count,Razor + unique peptides m1_1,Razor + unique peptides m2_1,Razor + unique peptides m3_1,Razor + unique peptides m4_1,Razor + unique peptides m5_1,Razor + unique peptides m1_2,Razor + unique peptides m2_2,Razor + unique peptides m3_2,Razor + unique peptides m4_2,Razor + unique peptides m5_2,Razor + unique peptides m1_3,Razor + unique peptides m2_3,Razor + unique peptides m3_3,Razor + unique peptides m4_3,Razor + unique peptides m5_3,Razor + unique peptides m1_4,Razor + unique peptides m2_4,Razor + unique peptides m3_4,Razor + unique peptides m4_4,Razor + unique peptides m5_4,Razor + unique peptides m1_5,Razor + unique peptides m2_5,Razor + unique peptides m3_5,Razor + unique peptides m4_5,Razor + unique peptides m5_5,Razor + unique peptides m1_6,Razor + unique peptides m2_6,Razor + unique peptides m3_6,Razor + unique peptides m4_6,Razor + unique peptides m5_6,Razor + unique peptides m1_7,Razor + unique peptides m2_7,Razor + unique peptides m3_7,Razor + unique peptides m4_7,Razor + unique peptides m5_7,Razor + unique peptides m1_8,Razor + unique peptides m2_8,Razor + unique peptides m3_8,Razor + unique peptides m4_8,Razor + unique peptides m5_8,MS/MS Count m1_1,MS/MS Count m2_1,MS/MS Count m3_1,MS/MS Count m4_1,MS/MS Count m5_1,MS/MS Count m1_2,MS/MS Count m2_2,MS/MS Count m3_2,MS/MS Count m4_2,MS/MS Count m5_2,MS/MS Count m1_3,MS/MS Count m2_3,MS/MS Count m3_3,MS/MS Count m4_3,MS/MS Count m5_3,MS/MS Count m1_4,MS/MS Count m2_4,MS/MS Count m3_4,MS/MS Count m4_4,MS/MS Count m5_4,MS/MS Count m1_5,MS/MS Count m2_5,MS/MS Count m3_5,MS/MS Count m4_5,MS/MS Count m5_5,MS/MS Count m1_6,MS/MS Count m2_6,MS/MS Count m3_6,MS/MS Count m4_6,MS/MS Count m5_6,MS/MS Count m1_7,MS/MS Count m2_7,MS/MS Count m3_7,MS/MS Count m4_7,MS/MS Count m5_7,MS/MS Count m1_8,MS/MS Count m2_8,MS/MS Count m3_8,MS/MS Count m4_8,MS/MS Count m5_8,Protein IDs,Majority protein IDs,Protein names,Gene names,GOBP slim name,GOCC slim name,KEGG name,Fasta headers,,,,,,,,,,,,,,,,,,,,
Snrpa,24.51503,27.21382,24.66422,27.85359,25.8268,18,25.65709,25.75654,25.50106,25.91194,18,25.11374,25.02441,26.95505,27.24063,24.82182,27.24445,24.27817,25.2656,25.52468,25.56677,25.22711,25.26617,26.21729,25.554,25.38775,27.16269,25.13614,26.17583,27.14967,26.23416,26.77178,26.61316,26.0083,27.10089,18,27.08669,25.69625,25.94985,25.04743,0,6.0849,13.4,2,80,1,2,1,2,2,0,2,1,2,1,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,0,2,2,2,1,0,5,1,3,4,0,1,0,1,0,0,2,2,2,2,1,1,1,3,3,0,2,2,3,3,3,4,2,2,2,1,3,2,4,3,0,3,4,4,1,D3Z0S6;Q62189;D6RI83,D3Z0S6;Q62189;D6RI83,U1 small nuclear ribonucleoprotein A,Snrpa,cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;mRNA metabolic process;mRNA processing;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;RNA metabolic process;RNA processing;RNA splicing,cell part;macromolecular complex;ribonucleoprotein complex;spliceosomal complex,Spliceosome,>tr|D3Z0S6|D3Z0S6_MOUSE U1 small nuclear ribonucleoprotein A (Fragment) OS=Mus musculus GN=Snrpa PE=1 SV=1;>sp|Q62189|SNRPA_MOUSE U1 small nuclear ribonucleoprotein A OS=Mus musculus GN=Snrpa PE=1 SV=3;>tr|D6RI83|D6RI83_MOUSE U1 small nuclear ribonucleopro,,,,,,,,,,,,,,,,,,,,
Snrpa1,26.63353,26.79922,25.81887,26.9577,26.85198,26.98631,27.04937,25.96107,27.33065,27.01084,26.97509,26.71738,26.57105,27.15006,27.05879,26.97826,26.79934,25.93928,27.07255,26.73854,27.02813,27.51683,27.1208,27.33594,27.33176,27.08396,27.12159,26.99345,27.10979,27.00838,27.07735,26.75532,26.29125,26.92411,26.74201,27.13291,26.34406,25.93647,26.85935,26.75009,0,28.986,32.5,8,231,5,4,2,5,4,7,2,4,3,4,5,5,6,6,4,5,6,4,5,4,5,6,5,3,4,7,7,6,6,4,5,4,6,4,4,4,5,2,5,4,7,5,3,6,5,5,4,4,5,6,10,5,4,12,4,8,5,4,7,6,5,10,6,7,6,7,9,7,5,6,7,5,4,5,4,4,5,3,6,5,P57784;G5E883;A0A0U1RNZ6,P57784;G5E883,U2 small nuclear ribonucleoprotein A,Snrpa1,cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;mRNA metabolic process;mRNA processing;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;RNA metabolic process;RNA processing;RNA splicing,cell part;macromolecular complex;ribonucleoprotein complex;spliceosomal complex,Spliceosome,">sp|P57784|RU2A_MOUSE U2 small nuclear ribonucleoprotein A OS=Mus musculus GN=Snrpa1 PE=1 SV=2;>tr|G5E883|G5E883_MOUSE Small nuclear ribonucleoprotein polypeptide A, isoform CRA_a OS=Mus musculus GN=Snrpa1 PE=1 SV=1",,,,,,,,,,,,,,,,,,,,
Snrpb;Snrpn,28.33488,28.12144,28.0836,28.40239,28.07872,27.95333,28.63322,28.30361,28.48435,28.12273,28.35909,27.9391,28.25485,28.18542,28.27786,28.49994,28.01425,27.94408,28.04317,28.03501,28.69385,28.69342,28.29097,28.77219,28.63571,28.65048,28.57514,28.37919,28.39746,28.32843,28.31514,28.434,28.34697,28.38352,28.23027,28.84992,28.49682,28.77033,28.24636,28.23219,0,20.355,30.3,9,464,5,6,5,7,6,5,6,5,4,6,6,6,5,7,6,6,6,7,6,6,8,6,6,7,7,7,7,6,7,7,5,6,6,7,5,6,5,5,6,6,9,9,10,11,9,11,9,9,6,10,14,12,9,16,13,12,8,9,12,11,19,13,13,16,12,12,15,15,15,14,9,11,15,13,7,9,10,12,14,11,P27048;P63163;A0A0G2JGN4,P27048;P63163;A0A0G2JGN4,Small nuclear ribonucleoprotein-associated protein B;Small nuclear ribonucleoprotein-associated protein N,Snrpb;Snrpn,cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;mRNA metabolic process;mRNA processing;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;response to chemical stimulus;response to endogenous stimulus;response to stimulus;RNA metabolic process;RNA processing;RNA splicing,cell part;cytoplasm;intracellular membrane-bounded organelle;intracellular organelle;macromolecular complex;nucleus;organelle;ribonucleoprotein complex;small nuclear ribonucleoprotein complex;spliceosomal complex,Spliceosome;Systemic lupus erythematosus,>sp|P27048|RSMB_MOUSE Small nuclear ribonucleoprotein-associated protein B OS=Mus musculus GN=Snrpb PE=1 SV=1;>sp|P63163|RSMN_MOUSE Small nuclear ribonucleoprotein-associated protein N OS=Mus musculus GN=Snrpn PE=1 SV=1;>tr|A0A0G2JGN4|A0A0G2JGN4_MOUSE Smal,,,,,,,,,,,,,,,,,,,,
Snrpb2,26.32689,26.85638,26.49735,26.96664,26.93393,26.4589,26.90976,26.71803,27.04614,26.80882,27.17446,26.81323,26.80181,27.00753,27.03465,26.89551,26.97967,26.81287,27.09597,26.8992,26.94257,27.73821,27.06487,27.7406,27.12573,26.92671,27.65874,26.98327,27.49953,27.37493,26.806,27.06764,26.66357,27.06558,27.0426,27.5501,26.81726,27.26249,27.19545,26.7506,0,20.527,27.1,5,131,3,3,2,3,3,2,3,2,3,3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,4,3,2,4,3,4,4,4,4,3,3,4,2,3,3,1,3,2,3,2,2,2,1,3,4,5,2,4,5,3,3,4,3,3,4,2,5,4,2,6,5,3,2,6,3,3,5,3,4,4,3,2,2,5,3,Q9CQI7;A2CES4;F8VQ88,Q9CQI7;A2CES4,U2 small nuclear ribonucleoprotein B,Snrpb2,cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;mRNA metabolic process;mRNA processing;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;RNA metabolic process;RNA processing;RNA splicing,cell part;macromolecular complex;ribonucleoprotein complex;spliceosomal complex,Spliceosome,>sp|Q9CQI7|RU2B_MOUSE U2 small nuclear ribonucleoprotein B OS=Mus musculus GN=Snrpb2 PE=1 SV=1;>tr|A2CES4|A2CES4_MOUSE U2 small nuclear ribonucleoprotein B (Fragment) OS=Mus musculus GN=Snrpb2 PE=1 SV=1,,,,,,,,,,,,,,,,,,,,
Snrpc,18,26.07523,25.93164,26.09666,25.7542,25.25451,25.60179,26.27419,26.12309,26.29446,25.61459,18,25.88262,26.30539,26.18077,26.01933,25.94541,25.86403,26.04681,26.07782,26.08906,26.06517,26.08859,26.16262,26.4704,26.74714,26.09247,25.77327,26.70728,26.47403,26.40547,26.30838,25.92687,26.45507,26.1397,26.20374,25.89851,25.90187,26.29838,26.25321,0,15.283,32.7,5,122,0,2,3,3,3,2,1,3,1,2,1,0,2,3,2,2,1,2,4,2,5,2,1,3,3,3,2,3,3,2,3,1,1,3,4,1,1,1,3,3,0,3,5,5,4,2,2,5,2,4,2,0,1,4,4,2,1,2,5,4,5,3,2,4,7,3,2,2,5,3,4,2,3,4,4,1,1,2,5,3,Q62241,Q62241,U1 small nuclear ribonucleoprotein C,Snrpc,cellular component assembly;cellular component organization;cellular macromolecular complex assembly;cellular process;macromolecular complex assembly;ribonucleoprotein complex assembly,cell part;macromolecular complex;ribonucleoprotein complex;small nuclear ribonucleoprotein complex;spliceosomal complex,Spliceosome,>sp|Q62241|RU1C_MOUSE U1 small nuclear ribonucleoprotein C OS=Mus musculus GN=Snrpc PE=1 SV=1,,,,,,,,,,,,,,,,,,,,
Snrpd1,28.35448,28.61158,28.22683,28.50491,28.57949,28.50749,28.85275,28.67077,29.14462,28.54962,28.55406,28.66983,28.43738,28.35687,28.53393,28.81011,28.55446,28.68338,28.79913,28.37787,28.98204,29.56082,28.81238,28.9891,28.7764,29.06625,28.75175,28.83237,28.72127,28.68305,28.6653,28.3533,28.28996,28.80424,28.33845,29.431,28.01489,28.96651,28.95158,28.5174,0,24.467,37,3,317,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,8,7,7,9,8,7,6,8,6,9,6,7,9,5,7,6,6,8,6,8,7,7,9,8,11,11,9,9,6,8,11,6,12,8,8,9,11,9,6,P62315,P62315,Small nuclear ribonucleoprotein Sm D1,Snrpd1,cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;mRNA metabolic process;mRNA processing;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;RNA metabolic process;RNA processing;RNA splicing,cell part;cytoplasm;intracellular membrane-bounded organelle;intracellular organelle;macromolecular complex;nucleus;organelle;ribonucleoprotein complex;spliceosomal complex,Spliceosome;Systemic lupus erythematosus,>sp|P62315|SMD1_MOUSE Small nuclear ribonucleoprotein Sm D1 OS=Mus musculus GN=Snrpd1 PE=1 SV=1,,,,,,,,,,,,,,,,,,,,
Snrpd2,28.23398,28.52395,28.08487,28.5288,28.38755,28.29369,28.23809,28.16413,28.54495,28.41836,28.51461,28.37985,28.13785,28.48016,28.41522,28.57095,28.40426,28.11847,28.51243,28.55326,29.0421,29.24577,28.66669,28.92818,28.85757,28.82863,28.88844,28.60297,28.76639,28.79708,28.82614,28.80024,28.59299,28.71986,28.60481,28.73534,28.63166,28.52664,28.76872,28.34925,0,53.744,67.8,11,392,9,8,6,6,6,7,5,8,9,9,8,11,8,9,8,7,7,6,9,8,6,8,8,6,6,7,9,8,7,7,7,8,6,8,7,6,9,4,7,6,11,11,6,11,8,11,7,10,10,12,10,13,7,13,12,7,10,7,13,9,10,16,12,8,11,7,14,9,10,9,8,15,7,10,9,5,11,6,9,8,P62317,P62317,Small nuclear ribonucleoprotein Sm D2,Snrpd2,cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;mRNA metabolic process;mRNA processing;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;RNA metabolic process;RNA processing;RNA splicing,cell part;macromolecular complex;ribonucleoprotein complex;small nuclear ribonucleoprotein complex;spliceosomal complex,Spliceosome,>sp|P62317|SMD2_MOUSE Small nuclear ribonucleoprotein Sm D2 OS=Mus musculus GN=Snrpd2 PE=1 SV=1,,,,,,,,,,,,,,,,,,,,
Snrpd3,27.91216,28.07265,27.7661,27.66716,27.72689,27.8429,27.78238,27.82299,27.91644,27.96895,28.07735,28.06882,27.82202,28.13075,27.75277,28.11178,27.53423,27.64767,27.95981,27.83672,28.65605,28.41937,28.07541,28.27923,28.01249,28.20974,28.38764,28.18353,28.25557,27.76888,28.2947,27.95455,28.23517,27.69664,28.19807,28.39084,28.18735,27.9481,27.87982,27.93753,0,54.079,45.2,4,287,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,7,8,6,7,6,8,6,5,9,8,7,6,5,7,10,8,7,7,8,7,9,9,6,6,7,7,7,8,8,7,5,7,9,7,7,6,9,6,9,6,P62320;A0A1W2P7K5,P62320;A0A1W2P7K5,Small nuclear ribonucleoprotein Sm D3,Snrpd3,cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;mRNA metabolic process;mRNA processing;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;RNA metabolic process;RNA processing;RNA splicing,cell part;cytoplasm;macromolecular complex;ribonucleoprotein complex;small nuclear ribonucleoprotein complex;spliceosomal complex,Spliceosome;Systemic lupus erythematosus,">sp|P62320|SMD3_MOUSE Small nuclear ribonucleoprotein Sm D3 OS=Mus musculus GN=Snrpd3 PE=1 SV=1;>tr|A0A1W2P7K5|A0A1W2P7K5_MOUSE Small nuclear ribonucleoprotein D3, isoform CRA_a OS=Mus musculus GN=Snrpd3 PE=1 SV=1",,,,,,,,,,,,,,,,,,,,
Snrpe,27.83653,27.00421,26.76737,27.67788,27.43149,27.46318,27.66919,27.40544,27.56674,26.80833,27.84446,27.59278,27.53623,27.78513,27.08497,27.9419,26.96224,27.12119,27.59049,27.00121,28.34984,28.84233,28.17783,27.91433,26.75149,28.42534,28.0018,27.59021,28.56674,26.77254,28.25074,28.31488,27.87115,28.25602,27.92139,28.35292,27.76167,28.44987,28.44636,27.51691,0,58.695,39.6,2,162,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,4,3,3,5,4,4,2,3,4,3,4,3,4,3,3,3,3,3,4,5,3,2,5,4,3,5,4,5,7,4,8,6,5,6,5,6,5,E9Q4F4;P62305;E9Q0W8,E9Q4F4;P62305;E9Q0W8,Small nuclear ribonucleoprotein E,Snrpe,cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;mRNA metabolic process;mRNA processing;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;RNA metabolic process;RNA processing;RNA splicing,cell part;macromolecular complex;ribonucleoprotein complex;small nuclear ribonucleoprotein complex;spliceosomal complex,Spliceosome,>tr|E9Q4F4|E9Q4F4_MOUSE Small nuclear ribonucleoprotein E OS=Mus musculus GN=Snrpe PE=1 SV=1;>sp|P62305|RUXE_MOUSE Small nuclear ribonucleoprotein E OS=Mus musculus GN=Snrpe PE=1 SV=1;>tr|E9Q0W8|E9Q0W8_MOUSE Small nuclear ribonucleoprotein E OS=Mus musculu,,,,,,,,,,,,,,,,,,,,
Snrpf,26.60385,26.14799,25.94677,26.21497,26.05038,26.44858,26.04529,25.77246,25.98129,25.93114,26.44706,26.28989,26.21821,26.55311,25.68282,26.71542,25.58081,25.91809,25.41822,25.37812,27.04385,26.24764,26.89018,26.24911,25.94147,25.94165,26.768,26.49085,26.24677,25.43689,26.36145,26.32865,26.79216,25.77513,25.62915,18,26.56548,18,25.94411,25.79476,0,61.782,33.7,4,97,2,2,2,3,3,3,1,2,1,4,3,2,2,4,3,3,2,2,3,3,2,2,2,1,4,2,4,3,2,3,2,4,2,2,3,0,2,0,2,2,3,2,2,5,2,4,1,2,0,3,4,2,2,5,2,2,2,1,3,2,3,2,3,2,3,2,6,3,4,2,2,4,3,1,3,0,2,0,2,1,P62307,P62307,Small nuclear ribonucleoprotein F,Snrpf,cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;mRNA metabolic process;mRNA processing;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;RNA metabolic process;RNA processing;RNA splicing,cell part;macromolecular complex;ribonucleoprotein complex;small nuclear ribonucleoprotein complex;spliceosomal complex,Spliceosome,>sp|P62307|RUXF_MOUSE Small nuclear ribonucleoprotein F OS=Mus musculus GN=Snrpf PE=1 SV=1,,,,,,,,,,,,,,,,,,,,
Snrpg,28.15663,27.81372,27.57442,28.41446,27.83942,27.91849,27.18858,28.26123,27.81842,27.65779,27.99701,27.88948,27.85786,28.1034,27.29062,28.05662,28.1726,27.69856,28.06281,27.99572,28.55278,28.26481,28.26825,28.20112,28.26544,28.07184,28.1044,27.99453,27.69132,28.01962,28.34904,27.94615,28.18381,28.44565,27.88722,28.11158,28.00667,27.76711,27.99566,27.42254,0,5.5801,36.8,5,158,4,5,2,4,4,4,4,3,4,5,5,3,3,5,5,5,4,4,5,5,5,4,4,4,5,5,5,4,4,4,4,5,5,4,4,4,5,3,4,5,4,4,2,3,3,3,4,3,5,6,6,4,3,7,3,4,3,3,5,3,5,5,5,4,3,4,3,4,1,4,1,7,7,4,3,5,6,3,3,3,P62309,P62309,Small nuclear ribonucleoprotein G,Snrpg,cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;mRNA metabolic process;mRNA processing;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;RNA metabolic process;RNA processing;RNA splicing,cell part;macromolecular complex;ribonucleoprotein complex;small nuclear ribonucleoprotein complex;spliceosomal complex,Spliceosome,>sp|P62309|RUXG_MOUSE Small nuclear ribonucleoprotein G OS=Mus musculus GN=Snrpg PE=1 SV=1,,,,,,,,,,,,,,,,,,,,
Snta1,18,18,18,18,24.3644,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,23.90976,18,18,18,18,18,24.28539,24.23052,18,23.97692,18,24.02462,18,18,24.53647,24.74704,24.51262,0,9.0882,8.2,3,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,2,0,2,0,0,1,0,0,A2AKD7;Q61234,A2AKD7;Q61234,Alpha-1-syntrophin,Snta1,biological regulation;cellular component organization,cell part;cytoplasm;cytoskeleton;intracellular;intracellular non-membrane-bounded organelle;intracellular organelle;macromolecular complex;membrane;organelle;plasma membrane;protein complex,,>tr|A2AKD7|A2AKD7_MOUSE Alpha-1-syntrophin OS=Mus musculus GN=Snta1 PE=1 SV=1;>sp|Q61234|SNTA1_MOUSE Alpha-1-syntrophin OS=Mus musculus GN=Snta1 PE=1 SV=1,,,,,,,,,,,,,,,,,,,,
Sntb1,29.14122,29.29011,28.96483,29.3962,29.07544,28.94874,29.26546,29.17238,29.48256,29.011,28.88017,28.6463,28.9853,29.11763,28.83367,29.00854,28.68843,28.82963,28.93177,28.84128,28.49895,28.25187,28.48654,28.64815,28.52597,28.4501,28.56245,28.36503,28.34465,28.48208,28.21794,28.60809,28.29658,28.45238,28.32642,28.45403,28.51175,28.51051,28.58456,28.38447,0,155.33,55.1,23,720,18,13,17,17,16,15,14,19,15,16,13,12,16,17,16,15,10,17,17,14,15,8,13,14,16,11,11,12,15,14,13,13,11,14,11,7,13,6,15,12,27,25,24,29,19,24,18,29,32,26,19,16,21,23,22,19,11,21,20,14,23,7,16,14,16,13,13,13,14,17,12,16,19,17,10,7,18,7,19,10,Q99L88,Q99L88,Beta-1-syntrophin,Sntb1,,cell part;cytoplasm;cytoskeleton;intracellular non-membrane-bounded organelle;intracellular organelle;macromolecular complex;membrane;organelle;plasma membrane;protein complex;synapse,,>sp|Q99L88|SNTB1_MOUSE Beta-1-syntrophin OS=Mus musculus GN=Sntb1 PE=1 SV=4,,,,,,,,,,,,,,,,,,,,
Snw1,24.04568,23.96005,24.38014,24.24677,24.42803,24.89259,23.66014,23.59446,24.8307,24.87441,24.367,24.97775,24.05441,24.00607,24.47346,24.50827,24.07814,23.88418,24.5474,25.19231,25.08058,25.31814,24.1943,24.87647,25.11072,24.93966,24.70988,24.85443,24.55807,25.08639,25.17226,23.76699,24.01793,25.18117,24.2018,18,23.82755,23.76,24.12147,25.02964,0,9.1085,22.2,9,49,2,1,2,2,2,3,1,4,1,2,3,2,2,3,3,4,3,4,3,4,5,2,2,3,3,3,5,2,3,2,3,3,2,3,3,0,2,1,2,1,0,0,3,0,0,1,0,3,1,0,2,0,1,2,2,4,3,2,2,2,3,2,0,1,0,1,4,1,0,0,2,2,1,2,1,0,1,0,0,0,A0A0B4J1E2;Q9CSN1,A0A0B4J1E2;Q9CSN1,SNW domain-containing protein 1,Snw1,biological regulation;biosynthetic process;cell communication;cell differentiation;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;developmental process;macromolecule metabolic process;metabolic process;mRNA metabolic process;mRNA processing;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;regulation of organelle organization;regulation of protein modification process;response to chemical stimulus;response to DNA damage stimulus;response to external stimulus;response to extracellular stimulus;response to stimulus;response to stress;RNA metabolic process;RNA processing;RNA splicing;signal transduction,cell part;macromolecular complex;ribonucleoprotein complex;spliceosomal complex,Notch signaling pathway;Spliceosome,>tr|A0A0B4J1E2|A0A0B4J1E2_MOUSE SNW domain-containing protein 1 OS=Mus musculus GN=Snw1 PE=1 SV=1;>sp|Q9CSN1|SNW1_MOUSE SNW domain-containing protein 1 OS=Mus musculus GN=Snw1 PE=1 SV=3,,,,,,,,,,,,,,,,,,,,
Snx2,26.58835,26.80292,27.11098,26.18558,26.41233,25.91727,27.17236,27.54104,25.59175,26.28602,26.58449,26.41316,26.96785,26.49647,25.93459,26.72351,26.29702,26.89527,25.74368,26.45761,26.43939,27.63416,27.03957,25.6394,26.88449,26.94615,26.46712,26.84482,26.64417,27.02274,26.89215,26.76167,27.33926,26.68565,26.85258,26.96444,27.20369,27.72358,26.75506,27.0185,0,16.576,30.4,13,124,4,3,8,3,4,2,4,7,1,2,3,2,8,5,3,4,3,6,2,3,2,1,5,1,5,3,2,5,3,3,3,4,6,4,3,2,6,4,6,4,3,1,9,1,3,0,3,8,1,1,3,2,8,4,2,4,1,4,1,3,2,1,5,0,3,4,1,5,2,3,2,5,7,3,4,1,6,4,2,2,Q9CWK8,Q9CWK8,Sorting nexin-2,Snx2,cell communication;cellular process;establishment of localization;protein transport;transport,cell part;membrane,,>sp|Q9CWK8|SNX2_MOUSE Sorting nexin-2 OS=Mus musculus GN=Snx2 PE=1 SV=2,,,,,,,,,,,,,,,,,,,,
Snx3,27.27906,27.45662,27.95782,27.13927,27.56602,27.33509,27.5285,27.64753,27.02485,27.25034,27.18905,27.20126,27.73415,27.22564,27.13016,27.69955,27.25656,27.75258,27.10879,27.46817,27.26419,24.2024,27.78163,27.21595,27.73234,27.38402,27.38138,27.91838,27.67378,27.77756,27.88303,27.91462,28.25278,27.63416,28.10124,27.6421,27.89365,27.96416,27.44837,27.97076,0,14.71,57.4,9,202,8,6,8,4,5,6,4,7,4,5,8,4,7,6,6,6,6,6,6,5,9,3,7,6,7,6,5,8,6,5,7,6,7,8,6,3,6,4,6,7,8,7,11,3,1,6,5,6,2,3,5,5,5,3,3,5,5,7,2,2,7,1,9,4,4,2,4,12,8,4,6,6,7,8,6,1,5,4,4,6,Q78ZM0;O70492;D3Z789;D3Z6Z0,Q78ZM0;O70492;D3Z789;D3Z6Z0,Sorting nexin-3,Snx3,cell communication;cellular process;establishment of localization;protein transport;transport,cell part;endosome;intracellular membrane-bounded organelle;intracellular organelle;membrane;organelle,,">tr|Q78ZM0|Q78ZM0_MOUSE Sorting nexin 3, isoform CRA_b OS=Mus musculus GN=Snx3 PE=1 SV=1;>sp|O70492|SNX3_MOUSE Sorting nexin-3 OS=Mus musculus GN=Snx3 PE=1 SV=3;>tr|D3Z789|D3Z789_MOUSE Sorting nexin-3 OS=Mus musculus GN=Snx3 PE=1 SV=1;>tr|D3Z6Z0|D3Z6Z0_MOU",,,,,,,,,,,,,,,,,,,,
Snx4,18,23.22645,18,18,18,18,18,18,23.23339,18,18,18,23.34868,18,18,23.03678,18,23.68539,22.77197,18,18,18,23.55086,18,22.77016,18,18,23.46725,22.97647,18,23.47271,23.81617,23.61279,18,23.48284,18,23.58348,24.06727,18,23.0461,0.0041048,2.7015,5.3,2,15,1,1,1,0,0,1,0,0,1,0,0,0,2,0,0,1,0,2,1,0,0,0,1,0,1,0,0,2,1,0,1,1,2,0,2,0,2,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,2,0,0,0,2,1,0,0,Q91YJ2,Q91YJ2,Sorting nexin-4,Snx4,cell communication;cellular process;endosome transport;establishment of localization;protein transport;transport;vesicle-mediated transport,cell part;macromolecular complex;membrane;protein complex,,>sp|Q91YJ2|SNX4_MOUSE Sorting nexin-4 OS=Mus musculus GN=Snx4 PE=1 SV=1,,,,,,,,,,,,,,,,,,,,
